title,artist,nationality,gender,artist_birth_date,artist_death_date,artwork_begin_date,artwork_end_date,moma_department
Plate V (folio 13) from LICHTANMERKUNGEN IN ACHT AUGENBLICKEN/ANNOTAZIONI DI LUCE IN OTTO MOMENTI/ANNOTATIONS OF LIGHT IN EIGHT MOMENTS,Roberto Ciaccio,Italian,Male,1951,,1990,1992,Prints & Illustrated Books
Paint,Robert Filliou,French,Male,1926,1987,1961,1961,Prints & Illustrated Books
The Stars Below,Roberto Matta,Chilean,Male,1911,2002,1965,1965,Prints & Illustrated Books
NUDE ON DRAPED COUCH (NUDE ON DRAPED CHAIR),John Sloan,American,Male,1871,1951,1931,1931,Prints & Illustrated Books
Leger,Wim Crouwel,Dutch,Male,1928,,1957,1957,Architecture & Design
"La Monnaie, quai Conti",Eugène Atget,French,Male,1857,1927,1905,1906,Photography
Drawing Announcement,Larry Rivers,American,Male,1923,2002,1966,1966,Prints & Illustrated Books
Drawing for Untitled 1973 Structure,Donald Judd,American,Male,1928,1994,1972,1972,Drawings
"Wendingen, No. 11",El Lissitzky,Russian,Male,1890,1941,1921,1921,Prints & Illustrated Books
"Fraught Times, A Song Written by The Monroe Transfer to Play During the Ritual When the Christmas Trees are Delivered, 2008 from Fade to Black 3",Philippe Parreno,French,Male,1964,,2013,2013,Prints & Illustrated Books
St. Paul's and Other Spires,Alvin Langdon Coburn,American,Male,1882,1966,1908,1908,Photography
"Girl, Western Ireland",Dorothea Lange,American,Female,1895,1965,1954,1954,Photography
Town Councillor (Social Democrat) [Johannes Meerfeld],August Sander,German,Male,1876,1964,1928,1928,Photography
"Colorform 2 (Night) (Farbform 2 [Nacht]) from the portfolio New European Graphics, 1st Portfolio: Masters of the State Bauhaus, Weimar, 1921 (Neue europäische Graphik, 1. Mappe: Meister des Staatlichen Bauhauses in Weimar, 1921)",Lothar Schreyer,German,Male,1886,1966,1921,1921,Prints & Illustrated Books
THE INDIAN DETOUR,John Sloan,American,Male,1871,1951,1927,1927,Prints & Illustrated Books
Untitled from Untitled,Craig Kauffman,American,Male,1932,2010,1971,1971,Prints & Illustrated Books
Walter Facius letterhead,Herbert Bayer,American,Male,1900,1985,1920,1924,Architecture & Design
Behind the Mask Sign (from 3-D Cover of Not-a-Superhero No. 10),Luca Buvoli,Italian,Male,1963,,1996,1996,Painting & Sculpture
"Die neue Linie, März 1930",Herbert Bayer,American,Male,1900,1985,1930,1930,Architecture & Design
Eye Watching,Nan Hoover,American,Female,1931,2008,1984,1984,Media and Performance Art
"7. Internationale Ausstellung von Kunsz-Photographien, 1899, Hamburg Kunsthalle",George Einbeck,German,Male,1871,1951,1899,1899,Architecture & Design
Untitled from American Abstract Artists 60th Anniversary Print Portfolio,Katinka Mann,American,Female,,,1997,1997,Prints & Illustrated Books
SAINT ÉTIENNE DU MONT. CHAIRE PAR L'ESTOCART,Eugène Atget,French,Male,1857,1927,1912,1912,Photography
Arabesque for Kenneth Anger,Marie Menken,American,Female,1909,1970,1960,1960,Film
Ambassade d'Autriche,Eugène Atget,French,Male,1857,1927,1905,1906,Photography
Untitled. (wallpaper with roses),Michael Schmidt,German,Male,1945,2014,1991,1994,Photography
Sniffin' Glue Punk Fanzine Compilation,Mark Perry,,Male,,,1978,1978,Architecture & Design
Study for Galaxy,Frederick Kiesler,American,Male,1890,1965,1947,1948,Drawings
"Carts, Rue Faubourg St. Denis",Harold Altman,American,Male,1924,2003,1958,1958,Prints & Illustrated Books
"Pittsburgh, Pennsylvania",Lee Friedlander,American,Male,1934,,1980,1980,Photography
Untitled (title page) from the portfolio A Tool Box,Jim Dine,American,Male,1935,,1966,1966,Prints & Illustrated Books
"N. V. Boek-, Kunst- en Handelsdrukkerij, Vh. J. F. Duwaer & Zonen Rekening",Unknown,Nationality Unknown,Other/Unknown,,,1936,1936,Architecture & Design
A Child Collecting Firewood,Jan Toorop,Dutch,Male,1858,1928,1899,1899,Prints & Illustrated Books
Cat,Inagaki Tomoo,Japanese,Male,1902,1980,1954,1954,Prints & Illustrated Books
Portrait of the Artist as a Young Man (for Parkett no. 95),Rosemarie Trockel,German,Female,1952,,2014,2014,Prints & Illustrated Books
Untitled from Cuban Sketch Book,Jules Pascin,American,Male,1885,1930,1914,1920,Drawings
Plate IX (folio 24) from PERSPECTIVES,Albert (Albert Mentzel) Flocon,French,Male,1909,1946,1948,1949,Prints & Illustrated Books
Plate (page 69) from HEART OF DARKNESS,Sean Scully,American,Male,1945,,1992,1992,Prints & Illustrated Books
"Jac. Grimm's Study in Berlin 1860, plate II from Interiors, The Berlin Studies of Jacob and Wilhelm Grimm",Rodney Graham,Canadian,Male,1949,,1993,1993,Prints & Illustrated Books
Evening's Civil Twilight in Empires of Tin,Jem Cohen,American,Male,1962,,2008,2008,Film
Verticals,Joel Bass,American,Male,1943,,1974,1974,Prints & Illustrated Books
"Urban Architecture, project, Perspective",Aldo Rossi,Italian,Male,1931,1997,1976,1976,Architecture & Design
The Conference Press letterhead,Alvin Lustig,American,Male,1915,1955,1935,1945,Architecture & Design
"International Exposition of Arts and Techniques Applied to Modern Life, German Textile-Industry Exhibit, Paris, France (Plans, curved and straight glass-walls)",Lilly Reich,German,Female,1885,1947,1937,1937,Architecture & Design
Ornamental initial L (page 63) from TOURNANT DANGEREUX,Maurice de Vlaminck,French,Male,1876,1958,1930,1930,Prints & Illustrated Books
"THE PANTHER (plate, facing page 42) from PHYSIOLOGUS THEOBALDI EPISOPI DE NATURIS DUODECIM ANIMALIUM",Rudy Pozzatti,American,Male,1925,,1964,1964,Prints & Illustrated Books
Saul Bass letterhead (Letter to Arthur A. Cohen & Elaine Lustig Cohen),Saul Bass,American,Male,1920,1996,1962,1962,Architecture & Design
JULES BASTIEN-LEPAGE (1848-84),Dagron & Cie.,French,Other/Unknown,,,1878,1884,Photography
"General George Rogers Clark. Louisville, Kentucky",Lee Friedlander,American,Male,1934,,1975,1975,Photography
"Holy Rosary Cemetery and Dow Chemical Corporation (Union Carbide Complex), Taft, Louisiana",Richard Misrach,American,Male,1949,,1998,1998,Photography
In-text plate and initial S (page 19) from LA BELLE ENFANT,Raoul Dufy,French,Male,1877,1953,1930,1930,Prints & Illustrated Books
Reversible Coat Material,Gunta Stölzl,Swiss,Female,1897,1983,1923,1928,Architecture & Design
Toast from Seven Poems,Christopher Wilmarth,American,Male,1943,1987,1981,1981,Prints & Illustrated Books
"Police Department, Newport, Rhode Island",B. B. Mccormick,Nationality Unknown,Other/Unknown,,,1912,1912,Photography
Tailpiece (page 13) from POÈMES,Maurice Denis,French,Male,1870,1943,1936,1942,Prints & Illustrated Books
"Torus House, Old Chatham, New York (Scale model, 1999)",Preston Scott Cohen,American,Male,1961,,1999,2003,Architecture & Design
Fête de la Villette,Eugène Atget,French,Male,1857,1927,1926,1926,Photography
Two Exercises,George Brecht,American,Male,1926,2008,1961,1961,Prints & Illustrated Books
Deaf,Frederick Wiseman,American,Male,1930,,1986,1986,Film
Untitled,Fred Sandback,American,Male,1943,2003,1977,1977,Drawings
"Leon J. Caine House Project, Winnetka, IL, Floor plan",Ludwig Mies van der Rohe,American,Male,1886,1969,1950,1950,Architecture & Design
"THE RAT AND THE ELEPHANT (plate 85, 1st supplementary suite) from FABLES",Marc Chagall,French,Male,1887,1985,1927,1952,Prints & Illustrated Books
"Untitled, plate 8 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,American,Female,1911,2010,1996,1996,Prints & Illustrated Books
Double page plate used as first part of title page from My Pretty Pony,Barbara Kruger,American,Female,1945,,1988,1988,Prints & Illustrated Books
"5me Exposition, October 1-31, 1894",Georges de Feure,French,Male,1868,1943,1894,1894,Architecture & Design
The Judgment of Solomon,Jules Pascin,American,Male,1885,1930,1925,1925,Prints & Illustrated Books
Festons und Dekorative Gruppen,Unknown,,Other/Unknown,,,1893,1893,Photography
Untitled,Barry Le Va,American,Male,1941,,1985,1985,Drawings
Živé Obrazy,Milan Knížák,Czech,Male,1940,,1963,1964,Prints & Illustrated Books
Untitled,Christopher Wool,American,Male,1955,,2014,2014,Prints & Illustrated Books
Major General Sir Robert Napier,Felice Beato,Italian,Male,1825,1903,1860,1860,Photography
Spectacles,Jean Dubuffet,French,Male,1901,1985,1961,1961,Prints & Illustrated Books
Man,Uwe Bremer,German,Male,1940,,1968,1968,Prints & Illustrated Books
And forgive / us / our debts (und vergieb / uns / Unsre Schuld) from The Lord's Prayer (Das Vater Unser),Max Pechstein,German,Male,1881,1955,1921,1921,Prints & Illustrated Books
Untitled,Wayne Miller,American,Male,1918,2013,1946,1948,Photography
Handbook of California Design,Irma Boom,Dutch,Female,1960,,2013,2013,Architecture & Design
Repeat of pictorial initial A from page 128 (page 284) from LES PETITES FLEURS,Émile Bernard,French,Male,1868,1941,1928,1928,Prints & Illustrated Books
Colophon from THE MONKEY,Thomas Cornell,American,Male,1937,2012,1959,1959,Prints & Illustrated Books
Photo Notes,Robert Cumming,American,Male,1943,,1973,1973,Photography
"Novyi LEF. Zhurnal levogo fronta iskusstv (New LEF: Journal of the Left Front of the Arts), no. 4",Aleksandr Rodchenko,Russian,Male,1891,1956,1928,1928,Prints & Illustrated Books
FOLIE THOINARD. 9 RUE COQ-HÉRON,Eugène Atget,French,Male,1857,1927,1909,1909,Photography
Mystery #17,Mac Adams,American,Male,1943,,1976,1976,Photography
Marmondaria from Pintiquinestras,Antonio Saura,Spanish,Male,1930,1998,1959,1959,Prints & Illustrated Books
Living Together #19,Vibeke Tandberg,Norwegian,Female,1967,,1996,1996,Photography
Untitled from Women are Beautiful,Garry Winogrand,American,Male,1928,1984,1971,1971,Photography
Untitled (Number 9),Michael Goldberg,American,Male,1924,2007,1962,1962,Drawings
The Road to Mandalay,Batiste Madalena,American,Male,1902,1988,1926,1926,Film
"Indian Varayoc and Family, Tinta Kanchis",Martín Chambi,Peruvian,Male,1891,1973,1934,1934,Photography
"Tribune Review Publishing Company Building, Greensburg, Pennsylvania, Elevation sketch",Louis I. Kahn,American,Male,1901,1974,1958,1958,Architecture & Design
Salad from The Last Supper,Damien Hirst,British,Male,1965,,1999,1999,Prints & Illustrated Books
Double page plate (folios 18 verso and 19) from DER RHEIN,Anselm Kiefer,German,Male,1945,,1983,1983,Prints & Illustrated Books
"Spider Web and Stables, New York",Ilse Bing,American,Female,1899,1998,1951,1951,Photography
Plate VI (folio 12) from BING,Georg Baselitz,German,Male,1938,,1991,1991,Prints & Illustrated Books
African Mask #3,Roe Ethridge,American,Male,1969,,2011,2011,Photography
Vingt-cinq poèmes,Jean (Hans) Arp,French,Male,1886,1966,1918,1918,Prints & Illustrated Books
A.E. Bizottsag ujra Magyarorszagon (The A.E. Bizottsage back to Hungary),András Wahorn,Hungarian,Male,1953,,1983,1983,Architecture & Design
A la Barbe d'Or. Rue des Lombards 29,Eugène Atget,French,Male,1857,1927,1900,1900,Photography
Puppet,Kiki Smith,American,Female,1954,,1993,1994,Prints & Illustrated Books
THE POULTRY MAN. SMALL PLATE,"George Overbury (""Pop"") Hart",American,Male,1868,1933,1925,1925,Prints & Illustrated Books
Why I Stopped Going to Foreign Films from The Hundred Videos,Steve Reinke,Canadian,Male,1963,,1991,1991,Media and Performance Art
Demain la Bibliothèque,Philippe Apeloig,French,Male,1962,,2006,2006,Architecture & Design
"Fossil at Pompeii, Italy",Ikko (Ikko Narahara),Japanese,Male,1931,,1964,1964,Photography
Aretha Franklin,Lee Friedlander,American,Male,1934,,1983,1983,Photography
Untitled from Picture Grammar,Pinchas Cohen Gan,Israeli,Male,1942,,1990,1990,Prints & Illustrated Books
"Fifty by Fifty Feet House Project, Floor plans",Ludwig Mies van der Rohe,American,Male,1886,1969,1951,1952,Architecture & Design
Untitled,Cheyney Thompson,American,Male,1975,,2003,2003,Drawings
Headpiece (page 129) from CALLIGRAMMES,Giorgio de Chirico,Italian,Male,1888,1978,1930,1930,Prints & Illustrated Books
Plate (page 202) from LA BELLE ENFANT,Raoul Dufy,French,Male,1877,1953,1930,1930,Prints & Illustrated Books
"Charrette Submission for The Museum of Modern Art Expansion, New York, NY (MoMA Forum)",Rem Koolhaas,Dutch,Male,1944,,1997,1997,Architecture & Design
Wall-Covering Material,Anni Albers,American,Female,1899,1994,1950,1950,Architecture & Design
Glen Baxter Presents...,Glen Baxter,British,Male,,,1984,1984,Prints & Illustrated Books
Untitled from Andy Warhol Doesn't Play Second Base for the Chicago Cubs,Kelley Walker,American,Male,1969,,2010,2010,Prints & Illustrated Books
Charlie Chaplin,Friedrich Karl Gotsch,German,Male,1900,1984,1922,1923,Prints & Illustrated Books
Untitled (Kleinzeug #45),Arnulf Rainer,Austrian,Male,1929,,1974,1974,Drawings
Selbstschuesse (Self shots),Lutz Mommartz,German,Male,1934,,1967,1967,Media and Performance Art
Untitled,Ruth Asawa,American,Female,1926,2013,1965,1965,Prints & Illustrated Books
"""All the Howard Sterns Represents You""",Kayrock and Wolfy,American,Male,,,2007,2007,Prints & Illustrated Books
Rue de la Montagne-Sainte-Geneviève,Eugène Atget,French,Male,1857,1927,1925,1925,Photography
Lake Michigan,Harry Callahan,American,Male,1912,1999,1949,1949,Photography
"Untitled, no. 19 of 69, from the illustrated book, Album",Louise Bourgeois,American,Female,1911,2010,1994,1994,Prints & Illustrated Books
"True Love Wall, Gateshead Town Centre, Tyneside",Chris Killip,British,Male,1946,,1975,1975,Photography
Cycle of Civilization. The Mythology of the Civilizing Processes,VALIE EXPORT,Austrian,Female,1940,,1972,1972,Photography
"Arp, Max Ernst, A. Giacometti, Miro, Gonzalez",Max Ernst,French,Male,1891,1976,1934,1934,Architecture & Design
Study for Endless Column,Tal Streeter,American,Male,1934,2014,1968,1969,Drawings
Tropical Leaves,Louise Nevelson,American,Female,1899,1988,1972,1972,Prints & Illustrated Books
Rebus,Arthur Köpcke,German,Male,1928,1977,1963,1963,Fluxus Collection
"Island of the Sun, Lake Titicaca",Edward Ranney,American,Male,1942,,1975,1975,Photography
One Year Grand Union Frozen Concentrated Orange Juice and Grand Union Quick Frozen Concentrate for Lemonade Fluxus Editions,George Maciunas,American,Male,1931,1978,1973,1973,Prints & Illustrated Books
Coiffeuse,Anne Goldthwaite,American,Female,1869,1944,1929,1929,Prints & Illustrated Books
FOLIE THOINARD. 9 RUE COQ-HÉRON,Eugène Atget,French,Male,1857,1927,1908,1908,Photography
"Costume design, for the ballet Billy the Kid",Jared French,American,Male,1905,1988,1938,1938,Drawings
"The White Church, Hornitos, California",Ansel Adams,American,Male,1902,1984,1946,1946,Photography
Squaw Rock,Carl Andre,American,Male,1935,,1964,1964,Painting & Sculpture
Profile,Naomi Savage,American,Female,1927,2005,1966,1966,Photography
Boxes,George H. Hake,American,Male,,,1947,1947,Architecture & Design
"The Filiation (La filiacion) (plate 57, folio 57) from Los Caprichos",Francisco de Goya,Spanish,Male,1746,1828,1797,1799,Prints & Illustrated Books
Untitled,Marcel van Eeden,Dutch,Male,1965,,2002,2002,Drawings
Portrait of Leokadia Maciunas in Chaumont-sur-Loire,George Maciunas,American,Male,1931,1978,1963,1963,Prints & Illustrated Books
"Kibbutz Kfar Masaryk, Israel (Ground floor plan)",Munio Gitai Weinraub,Israeli,Male,1909,1970,1962,1964,Architecture & Design
Blue Yellow Red from Series of Ten Lithographs,Ellsworth Kelly,American,Male,1923,2015,1970,1970,Prints & Illustrated Books
Crak!,Roy Lichtenstein,American,Male,1923,1997,1963,1964,Prints & Illustrated Books
THE GHOST OF MARGUERITE APPEARING TO FAUST (plate facing page 123) from FAUST,Eugène Delacroix,French,Male,1798,1863,1825,1828,Prints & Illustrated Books
To Be Titled,Trisha Donnelly,American,Female,1974,,2013,2013,Painting & Sculpture
THE GARDEN,Giacomo Soffiantino,Italian,Male,,,1963,1963,Prints & Illustrated Books
"The City of Agony (Die Stadt der Qual) (headpiece, page 22) from Umbra vitae (Shadow of Life)",Ernst Ludwig Kirchner,German,Male,1880,1938,1924,1924,Prints & Illustrated Books
The Captive Mind,Janusz Kapusta,Polish,Male,1951,,1983,1983,Prints & Illustrated Books
Donated Object: Josephine Baker Look-Alike,William Pope.L,American,Male,1955,,2007,2007,Prints & Illustrated Books
WOODCUTTERS,Leopoldo Méndez,Mexican,Male,1902,1969,1939,1939,Prints & Illustrated Books
"Another of the social causes of the migrants' leaving was that at times they did not feel safe, or it was not the best thing to be found on the streets late at night. They were arrested on the slightest provocation",Jacob Lawrence,American,Male,1917,2000,1940,1941,Painting & Sculpture
Le Bambole Armchair,Mario Bellini,Italian,Male,1935,,1972,1972,Architecture & Design
Female from Male and Female,Louise Bourgeois,American,Female,1911,2010,2004,2004,Prints & Illustrated Books
Paris in Winter (Paris en hiver) program for The Brothers Zemganno (Les Frères Zemganno) and Two Lovebirds (Deux tourtereaux) from The Beraldi Album of Theatre Programs,Henri Rivière,French,Male,1864,1951,1890,1890,Prints & Illustrated Books
Untitled,Unknown,,Other/Unknown,,,1938,1960,Photography
Maenads,Arthur B. Davies,American,Male,1862,1928,1918,1919,Prints & Illustrated Books
Chauffeur,Aleksandr Rodchenko,Russian,Male,1891,1956,1929,1929,Photography
Untitled,Donald Judd,American,Male,1928,1994,1961,1961,Painting & Sculpture
"Cypress, Rock and Stone Crop, Point Lobos",Edward Weston,American,Male,1886,1958,1930,1930,Photography
